book_id,title,authors,original_publication_year,language_code,average_rating,image_url,description,subjects,data_source,search_text
18799585,Hidden (Bone Secrets. #1),Kendra Elliot,2012.0,eng,3.98,https://images.gr-assets.com/books/1386936783m/18799585.jpg,"In the realm of hidden truths and untold stories, where the whispers of the past echo through the corridors of time, lies the captivating world of forensic anthropology. This book takes you on a breathtaking journey into the depths of human remains, revealing the secrets they hold and the tales they tell. Forensic anthropologists, with their meticulous precision and unwavering dedication, piece together the fragments of lives long gone, reconstructing identities and uncovering the circumstances surrounding their demise. They become detectives of time, traversing the treacherous terrain of centuries to solve puzzles that have remained buried for eons. Through the eyes of these skilled professionals, we delve into the dark recesses of the human psyche, exploring the depths of depravity and resilience. We witness the horrors of genocide and war, the chilling patterns of serial killers, and the haunting mysteries of mass graves. Yet, amidst the darkness, we also find hope and inspiration in the unwavering pursuit of justice and the power of human connection. This book is not merely a collection of case studies; it is a testament to the enduring legacy of human existence. It explores the intricate relationship between life and death, the fragility of our mortal existence, and the profound impact our actions have on the world around us. With each chapter, we gain a deeper understanding of ourselves, our origins, and the intricate tapestry of life and death that weaves through the fabric of human history. Through the lens of forensic anthropology, we come face-to-face with the harsh realities of our world, but we also glimpse the indomitable spirit of humanity that persists even in the face of adversity. This book is a must-read for anyone fascinated by the mysteries of the past, the complexities of human nature, and the enduring power of the human spirit. It is an invitation to embark on a journey through time, to explore the hidden corners of our shared history, and to gain a profound appreciation for the lives that came before us. If you like this book, write a review!",,GoodBooks + Google Books enrichment,"Title: Hidden (Bone Secrets. #1) Author: Kendra Elliot Subjects: Description: In the realm of hidden truths and untold stories, where the whispers of the past echo through the corridors of time, lies the captivating world of forensic anthropology. This book takes you on a breathtaking journey into the depths of human remains, revealing the secrets they hold and the tales they tell. Forensic anthropologists, with their meticulous precision and unwavering dedication, piece together the fragments of lives long gone, reconstructing identities and uncovering the circumstances surrounding their demise. They become detectives of time, traversing the treacherous terrain of centuries to solve puzzles that have remained buried for eons. Through the eyes of these skilled professionals, we delve into the dark recesses of the human psyche, exploring the depths of depravity and resilience. We witness the horrors of genocide and war, the chilling patterns of serial killers, and the haunting mysteries of mass graves. Yet, amidst the darkness, we also find hope and inspiration in the unwavering pursuit of justice and the power of human connection. This book is not merely a collection of case studies; it is a testament to the enduring legacy of human existence. It explores the intricate relationship between life and death, the fragility of our mortal existence, and the profound impact our actions have on the world around us. With each chapter, we gain a deeper understanding of ourselves, our origins, and the intricate tapestry of life and death that weaves through the fabric of human history. Through the lens of forensic anthropology, we come face-to-face with the harsh realities of our world, but we also glimpse the indomitable spirit of humanity that persists even in the face of adversity. This book is a must-read for anyone fascinated by the mysteries of the past, the complexities of human nature, and the enduring power of the human spirit. It is an invitation to embark on a journey through time, to explore the hidden corners of our shared history, and to gain a profound appreciation for the lives that came before us. If you like this book, write a review! Published: 2012.0"
12522507,"Hidden (Firelight, #3)",Sophie Jordan,2012.0,en-US,3.89,https://images.gr-assets.com/books/1329749855m/12522507.jpg,"'Inhaling deep breaths I wait for it to begin. The battle I've been waiting my whole life to fight.' A group of vicious hunters are drawing dangerously close to discovering the secrets of the draki (descendants of dragons with the ability to shift into human form). Reluctantly, Jacinda realizes that running away to be with her beloved Will is no longer an option while the safety of her draki pride is at stake. Jacinda vows to use every last breath of fiery determination to protect the pride and for the right to control her own destiny. But when the battle is over, Jacinda must decide where her heart truly lies . . . with the pride or with Will?",,GoodBooks + Google Books enrichment,"Title: Hidden (Firelight, #3) Author: Sophie Jordan Subjects: Description: 'Inhaling deep breaths I wait for it to begin. The battle I've been waiting my whole life to fight.' A group of vicious hunters are drawing dangerously close to discovering the secrets of the draki (descendants of dragons with the ability to shift into human form). Reluctantly, Jacinda realizes that running away to be with her beloved Will is no longer an option while the safety of her draki pride is at stake. Jacinda vows to use every last breath of fiery determination to protect the pride and for the right to control her own destiny. But when the battle is over, Jacinda must decide where her heart truly lies . . . with the pride or with Will? Published: 2012.0"
7933615,"Hidden (House of Night, #10)","P.C. Cast, Kristin Cast",2012.0,en-US,3.98,https://images.gr-assets.com/books/1340127630m/7933615.jpg,"La Casa della Notte è salva! Dopo mesi durissimi, alla fine io e miei amici siamo riusciti a scacciare Neferet dalla nostra scuola. Tuttavia la città è ancora in grave pericolo. Accecata dalla rabbia, l’ex Somma Sacerdotessa sta facendo di tutto per scatenare il caos tra umani e vampiri: prima ha incendiato le stalle di Lenobia, la nostra insegnante di equitazione, e ora ha convinto i novizi rossi a seminare il panico tra la popolazione inerme... Per fortuna, il Consiglio Supremo dei vampiri ha promesso di intervenire. Ma ormai Neferet è troppo potente perfino per i loro valorosi Guerrieri. E anch’io, Zoey Redbird, prima Somma Sacerdotessa novizia della Storia, avrei ben poche speranze di sopravvivere a uno scontro con lei. Per un crudele scherzo del destino, l’unico in grado di sconfiggerla è proprio Aurox, una creatura bellissima e letale, costretta da un incantesimo a eseguire ogni ordine di Neferet. Io però so che in fondo al cuore Aurox è buono, che non è solo uno Strumento privo di volontà. Lui vorrebbe davvero aiutarci. Quindi il mio obiettivo adesso è trovare un modo per liberarlo dal giogo di Neferet, sempre che non sia troppo tardi...",,GoodBooks + Google Books enrichment,"Title: Hidden (House of Night, #10) Author: P.C. Cast, Kristin Cast Subjects: Description: La Casa della Notte è salva! Dopo mesi durissimi, alla fine io e miei amici siamo riusciti a scacciare Neferet dalla nostra scuola. Tuttavia la città è ancora in grave pericolo. Accecata dalla rabbia, l’ex Somma Sacerdotessa sta facendo di tutto per scatenare il caos tra umani e vampiri: prima ha incendiato le stalle di Lenobia, la nostra insegnante di equitazione, e ora ha convinto i novizi rossi a seminare il panico tra la popolazione inerme... Per fortuna, il Consiglio Supremo dei vampiri ha promesso di intervenire. Ma ormai Neferet è troppo potente perfino per i loro valorosi Guerrieri. E anch’io, Zoey Redbird, prima Somma Sacerdotessa novizia della Storia, avrei ben poche speranze di sopravvivere a uno scontro con lei. Per un crudele scherzo del destino, l’unico in grado di sconfiggerla è proprio Aurox, una creatura bellissima e letale, costretta da un incantesimo a eseguire ogni ordine di Neferet. Io però so che in fondo al cuore Aurox è buono, che non è solo uno Strumento privo di volontà. Lui vorrebbe davvero aiutarci. Quindi il mio obiettivo adesso è trovare un modo per liberarlo dal giogo di Neferet, sempre che non sia troppo tardi... Published: 2012.0"
16130723,"Hidden Order (Scot Harvath, #12)",Brad Thor,2013.0,eng,4.1,https://images.gr-assets.com/books/1362517340m/16130723.jpg,"A string of high-profile kidnappings has Washington, D.C. in a frenzy. When the victims begin turning up dead, frenzy turns to panic. And when the ransom demand is finally made public, panic will turn to terror.",,GoodBooks + Google Books enrichment,"Title: Hidden Order (Scot Harvath, #12) Author: Brad Thor Subjects: Description: A string of high-profile kidnappings has Washington, D.C. in a frenzy. When the victims begin turning up dead, frenzy turns to panic. And when the ransom demand is finally made public, panic will turn to terror. Published: 2013.0"
13153,Hide and Seek,James Patterson,1995.0,en-US,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Could a superstar singer also be a cold-hearted killer? Not only because the defendant is Maggie Bradford, the woman whose songs have captured hearts across the globe. But also because people are saying that Maggie has murdered not just one husband, but two.In Maggie's world - the world of fame and celebrity - things are never what they seem.",,GoodBooks + Google Books enrichment,"Title: Hide and Seek Author: James Patterson Subjects: Description: Could a superstar singer also be a cold-hearted killer? Not only because the defendant is Maggie Bradford, the woman whose songs have captured hearts across the globe. But also because people are saying that Maggie has murdered not just one husband, but two.In Maggie's world - the world of fame and celebrity - things are never what they seem. Published: 1995.0"
/works/OL176054W,"Hide and seek, or, The mystery of Mary Grice",Wilkie Collins,1854.0,eng,,https://covers.openlibrary.org/b/id/309703-M.jpg,"fiction, father figures, painters, deaf women, young men, british and irish fiction (fictional works by one author), fiction, mystery & detective, traditional, england, fiction, friendship, social life and customs, romans, nouvelles, mœurs et coutumes, manners and customs, english literature, fiction, general, long now manual for civilization, seduction, art","fiction, father figures, painters, deaf women, young men, british and irish fiction (fictional works by one author), fiction, mystery & detective, traditional, england, fiction, friendship, social life and customs, romans, nouvelles, mœurs et coutumes, manners and customs, english literature, fiction, general, long now manual for civilization, seduction, art",Open Library subject: art,"Title: Hide and seek, or, The mystery of Mary Grice Author: Wilkie Collins Subjects: fiction, father figures, painters, deaf women, young men, british and irish fiction (fictional works by one author), fiction, mystery & detective, traditional, england, fiction, friendship, social life and customs, romans, nouvelles, mœurs et coutumes, manners and customs, english literature, fiction, general, long now manual for civilization, seduction, art Description: fiction, father figures, painters, deaf women, young men, british and irish fiction (fictional works by one author), fiction, mystery & detective, traditional, england, fiction, friendship, social life and customs, romans, nouvelles, mœurs et coutumes, manners and customs, english literature, fiction, general, long now manual for civilization, seduction, art Published: 1854.0"
32523,"Hide (Detective D.D. Warren, #2)",Lisa Gardner,2007.0,eng,4.14,https://images.gr-assets.com/books/1327979037m/32523.jpg,"Annabelle has had many names in her life - Sally, Cindy, Lucille. Every few months she had to pack a single bag, as her father moved the family from city to city, changing names, houses, careers and histories. But Annabelle never knew what they were running from. Now in her thirties, with both parents dead, she's settled in Boston. But old habits die hard and she still looks over her shoulder when she leaves her apartment, still blends in with the crowd on the subway. Then at the Boston State Mental Hospital a multiple grave is discovered. Six young girls were left to die in an underground chamber decades ago, while their captor looked on. When her original name appears in the paper, wrongly identifying her as one of the dead girls, Annabelle finally knows why her father kept running. But the killer is still on the loose. And he's been looking for her for a very long time. Bobby Dodge has been haunted by the Catherine Gagnon case for years. It nearly cost him his job and his sanity. As a child, Catherine was also held prisoner underground, like the victims in this latest case. But Catherine's captor was in prison when these girls were taken. Yet the similarities are too numerous to be just coincidence...",,GoodBooks + Google Books enrichment,"Title: Hide (Detective D.D. Warren, #2) Author: Lisa Gardner Subjects: Description: Annabelle has had many names in her life - Sally, Cindy, Lucille. Every few months she had to pack a single bag, as her father moved the family from city to city, changing names, houses, careers and histories. But Annabelle never knew what they were running from. Now in her thirties, with both parents dead, she's settled in Boston. But old habits die hard and she still looks over her shoulder when she leaves her apartment, still blends in with the crowd on the subway. Then at the Boston State Mental Hospital a multiple grave is discovered. Six young girls were left to die in an underground chamber decades ago, while their captor looked on. When her original name appears in the paper, wrongly identifying her as one of the dead girls, Annabelle finally knows why her father kept running. But the killer is still on the loose. And he's been looking for her for a very long time. Bobby Dodge has been haunted by the Catherine Gagnon case for years. It nearly cost him his job and his sanity. As a child, Catherine was also held prisoner underground, like the victims in this latest case. But Catherine's captor was in prison when these girls were taken. Yet the similarities are too numerous to be just coincidence... Published: 2007.0"
/works/OL3917435W,High Citadel,Desmond Bagley,1965.0,eng,,https://covers.openlibrary.org/b/id/3350-M.jpg,"mystery, thriller, adventure, survival, fiction, hijacking of aircraft, south america, fiction, fiction, thrillers, suspense, large type books","mystery, thriller, adventure, survival, fiction, hijacking of aircraft, south america, fiction, fiction, thrillers, suspense, large type books",Open Library subject: adventure,"Title: High Citadel Author: Desmond Bagley Subjects: mystery, thriller, adventure, survival, fiction, hijacking of aircraft, south america, fiction, fiction, thrillers, suspense, large type books Description: mystery, thriller, adventure, survival, fiction, hijacking of aircraft, south america, fiction, fiction, thrillers, suspense, large type books Published: 1965.0"
285092,High Fidelity,Nick Hornby,1995.0,eng,3.94,https://images.gr-assets.com/books/1327928082m/285092.jpg,"From the bestselling author of About a Boy, A Long Way Down and Dickens and Prince, a wise and hilarious novel about love, heartbreak, and rock and roll. “I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.”—Zoë Kravitz Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad.",,GoodBooks + Google Books enrichment,"Title: High Fidelity Author: Nick Hornby Subjects: Description: From the bestselling author of About a Boy, A Long Way Down and Dickens and Prince, a wise and hilarious novel about love, heartbreak, and rock and roll. “I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.”—Zoë Kravitz Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad. Published: 1995.0"
6423,"High Five (Stephanie Plum, #5)",Janet Evanovich,1999.0,eng,4.17,https://images.gr-assets.com/books/1270849101m/6423.jpg,"Out of bail skippers and rent money, Stephanie Plum throws caution to the wind and follows in the entrepreneurial bootsteps of Super Bounty Hunter, Ranger, engaging in morally correct and marginally legal enterprises. So, a scumball blows himself to smithereens on her first day of policing a crack house and the sheik she was chauffeuring stole the limo. But hey, nobody's perfect! Anyway, Stephanie has other things on her mind. Her mother wants her to find Uncle Fred who's missing after arguing with his garbage company; homicidal rapist Benito Ramirez is back, quoting scripture and stalking Stephanie; vice cop Joe Morelli has a box of condoms with Stephanie's name on it; and Stephanie's afraid Ranger has his finger on her trigger. The whole gang's here for mirth and mayhem in Janet Evanovich's High Five. Read at your own risk in public places.",,GoodBooks + Google Books enrichment,"Title: High Five (Stephanie Plum, #5) Author: Janet Evanovich Subjects: Description: Out of bail skippers and rent money, Stephanie Plum throws caution to the wind and follows in the entrepreneurial bootsteps of Super Bounty Hunter, Ranger, engaging in morally correct and marginally legal enterprises. So, a scumball blows himself to smithereens on her first day of policing a crack house and the sheik she was chauffeuring stole the limo. But hey, nobody's perfect! Anyway, Stephanie has other things on her mind. Her mother wants her to find Uncle Fred who's missing after arguing with his garbage company; homicidal rapist Benito Ramirez is back, quoting scripture and stalking Stephanie; vice cop Joe Morelli has a box of condoms with Stephanie's name on it; and Stephanie's afraid Ranger has his finger on her trigger. The whole gang's here for mirth and mayhem in Janet Evanovich's High Five. Read at your own risk in public places. Published: 1999.0"
18108795,High Heat (Jack Reacher #17.5),Lee Child,2013.0,eng,3.93,https://images.gr-assets.com/books/1467986444m/18108795.jpg,"Published exclusively as an ebook, a long short story from thriller master Lee Child about the teenage Reacher, now also available in No Middle Name: the Collected Jack Reacher Stories. July 1977. Jack Reacher is almost seventeen, and he stops in New York on his way from South Korea to visit his brother at West Point. The summer heat is suffocating, fires are raging in the Bronx, the city is bankrupt, and the mad gunman known as Son of Sam is still on the loose. Reacher meets a woman with a problem, and agrees to help her . . . and then the power grid fails and the lights go out, plunging the lawless city that never sleeps into chaos. What does a visiting teenager do in the dark? If that visiting teenager is Jack Reacher, the answer is: plenty. Don’t miss the exciting preview of Lee Child’s latest Jack Reacher novel, Never Go Back!",,GoodBooks + Google Books enrichment,"Title: High Heat (Jack Reacher #17.5) Author: Lee Child Subjects: Description: Published exclusively as an ebook, a long short story from thriller master Lee Child about the teenage Reacher, now also available in No Middle Name: the Collected Jack Reacher Stories. July 1977. Jack Reacher is almost seventeen, and he stops in New York on his way from South Korea to visit his brother at West Point. The summer heat is suffocating, fires are raging in the Bronx, the city is bankrupt, and the mad gunman known as Son of Sam is still on the loose. Reacher meets a woman with a problem, and agrees to help her . . . and then the power grid fails and the lights go out, plunging the lawless city that never sleeps into chaos. What does a visiting teenager do in the dark? If that visiting teenager is Jack Reacher, the answer is: plenty. Don’t miss the exciting preview of Lee Child’s latest Jack Reacher novel, Never Go Back! Published: 2013.0"
1896346,"High School Debut, Vol. 01 (High School Debut, #1)",Kazune Kawahara,2004.0,en-GB,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Haruna seorang gadis energik yang aktif di kegiatan klub memutuskan untuk mendapatkan cinta di SMA. Tapi, pacarnya tidak bisa melakukan itu semua bahkan jika dia melakukan yang terbaik tidak terlalu dipedulikan. Di tengah situasi ini ada seorang ""lelaki tampan"" dan baik yang mengenalnya muncul di hadapannya dan...! ?",,GoodBooks + Google Books enrichment,"Title: High School Debut, Vol. 01 (High School Debut, #1) Author: Kazune Kawahara Subjects: Description: Haruna seorang gadis energik yang aktif di kegiatan klub memutuskan untuk mendapatkan cinta di SMA. Tapi, pacarnya tidak bisa melakukan itu semua bahkan jika dia melakukan yang terbaik tidak terlalu dipedulikan. Di tengah situasi ini ada seorang ""lelaki tampan"" dan baik yang mengenalnya muncul di hadapannya dan...! ? Published: 2004.0"
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,2016.0,eng,3.99,https://images.gr-assets.com/books/1463569814m/27161156.jpg,"Hillbilly Elegy recounts J.D. Vance's powerful origin story... From a former marine and Yale Law School graduate now serving as a U.S. Senator from Ohio and the Republican Vice Presidential candidate for the 2024 election, an incisive account of growing up in a poor Rust Belt town that offers a broader, probing look at the struggles of America's white working class. THE #1 NEW YORK TIMES BESTSELLER ""You will not read a more important book about America this year.""—The Economist ""A riveting book.""—The Wall Street Journal ""Essential reading.""—David Brooks, New York Times Hillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more than forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck. The Vance family story begins hopefully in postwar America. J. D.'s grandparents were ""dirt poor and in love,"" and moved north from Kentucky's Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out, we learn that J.D.'s grandparents, aunt, uncle, and, most of all, his mother struggled profoundly with the demands of their new middle-class life, never fully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history. A deeply moving memoir, with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",,GoodBooks + Google Books enrichment,"Title: Hillbilly Elegy: A Memoir of a Family and Culture in Crisis Author: J.D. Vance Subjects: Description: Hillbilly Elegy recounts J.D. Vance's powerful origin story... From a former marine and Yale Law School graduate now serving as a U.S. Senator from Ohio and the Republican Vice Presidential candidate for the 2024 election, an incisive account of growing up in a poor Rust Belt town that offers a broader, probing look at the struggles of America's white working class. THE #1 NEW YORK TIMES BESTSELLER ""You will not read a more important book about America this year.""—The Economist ""A riveting book.""—The Wall Street Journal ""Essential reading.""—David Brooks, New York Times Hillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more than forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck. The Vance family story begins hopefully in postwar America. J. D.'s grandparents were ""dirt poor and in love,"" and moved north from Kentucky's Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually one of their grandchildren would graduate from Yale Law School, a conventional marker of success in achieving generational upward mobility. But as the family saga of Hillbilly Elegy plays out, we learn that J.D.'s grandparents, aunt, uncle, and, most of all, his mother struggled profoundly with the demands of their new middle-class life, never fully escaping the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. With piercing honesty, Vance shows how he himself still carries around the demons of his chaotic family history. A deeply moving memoir, with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country. Published: 2016.0"
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman,2000.0,eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The complete His Dark Materials trilogy, collected in one volume.",,GoodBooks + Google Books enrichment,"Title: His Dark Materials (His Dark Materials #1-3) Author: Philip Pullman Subjects: Description: The complete His Dark Materials trilogy, collected in one volume. Published: 2000.0"
102525,"H is for Homicide (Kinsey Millhone, #8)",Sue Grafton,1991.0,eng,3.89,https://images.gr-assets.com/books/1315138195m/102525.jpg,"His name was Parnell Perkins, and until shortly after midnight, he'd been a claims adjustor for California Fidelity. Then someone came along and put paid to that line of work. And to any other. Parnell Perkins had been shot at close range and left for dead in the parking lot outside California Fidelity's offices. To the cops, it looked like a robbery gone sour. To Kinsey Millhone, it looked like the cops were walking away from the case. She didn't like the idea that a colleague and sometime drinking companion had been murdered. Or the idea that his murderer was loose and on the prowl. It made her feel exposed. Vulnerable. Bibianna Diaz was afraid for her life. If there was one thing she knew for sure, it was that you didn't cross Raymond Maldonado and live to tell the tale. And Bibianna had well and truly crossed him, running out on his crazy wedding plans and going into hiding in Santa Teresa--light years away from the Los Angeles barrio that was home turf to Raymond and his gang. Now she needed money to buy time, to make sure she'd put enough space between them. And the quickest way she knew to get money was to work an insurance scam--just like the ones Raymond was running down in L.A. The trouble was, Bibianna picked California Fidelity as her mark. And it wasn't long before her name surfaced in one of Parnell Perkins's open files and Kinsey was on her case. But so, too, was her spurned suitor, Raymond Maldonado. He had a rap sheet as long as his arm, a hair-trigger temper that was best left untested, and an inability to take no for an answer. He also had Tourette's syndrome, which did nothing to smooth out the kinks in his erratic and often violent behavior. All in all, Raymond Maldonado was not someone to spend a lot of time hanging out with. Unfortunately for Kinsey, she didn't have a lot of choice in the mater. Not after the love-sick Raymond kidnapped Bibianna. Like it or not, Kinsey was stuck babysitting Bibianna along with Raymond and his macho crew. You might say she was a prisoner of love. It may be Kinsey Millhone's most complicated and risk-filled case. It certainly is Sue Grafton's wittiest venture into low-life crime. It's ""H"" is for Homicide, and it confirms yet again that Kinsey Millhone is ""a wonderful character, tough but not brutish, resourceful and sensitive, a fit knight to walk those mean streets with her male predecessors"" (the Los Angeles Times) and that Sue Grafton is ""a heads-up delight"" (Detroit News). ""A"" Is for Alibi ""B"" Is for Burglar ""C"" Is for Corpse ""D"" Is for Deadbeat ""E"" Is for Evidence ""F"" Is for Fugitive ""G"" Is for Gumshoe ""H"" Is for Homicide ""I"" Is for Innocent ""J"" Is for Judgment ""K"" Is for Killer ""L"" is for Lawless ""M"" Is for Malice ""N"" Is for Noose ""O"" Is for Outlaw ""P"" Is for Peril ""Q"" Is for Quarry ""R"" Is for Ricochet ""S"" Is for Silence ""T"" Is for Trespass ""U"" Is for Undertow ""V"" Is for Vengeance ""W"" Is for Wasted ""X""",,GoodBooks + Google Books enrichment,"Title: H is for Homicide (Kinsey Millhone, #8) Author: Sue Grafton Subjects: Description: His name was Parnell Perkins, and until shortly after midnight, he'd been a claims adjustor for California Fidelity. Then someone came along and put paid to that line of work. And to any other. Parnell Perkins had been shot at close range and left for dead in the parking lot outside California Fidelity's offices. To the cops, it looked like a robbery gone sour. To Kinsey Millhone, it looked like the cops were walking away from the case. She didn't like the idea that a colleague and sometime drinking companion had been murdered. Or the idea that his murderer was loose and on the prowl. It made her feel exposed. Vulnerable. Bibianna Diaz was afraid for her life. If there was one thing she knew for sure, it was that you didn't cross Raymond Maldonado and live to tell the tale. And Bibianna had well and truly crossed him, running out on his crazy wedding plans and going into hiding in Santa Teresa--light years away from the Los Angeles barrio that was home turf to Raymond and his gang. Now she needed money to buy time, to make sure she'd put enough space between them. And the quickest way she knew to get money was to work an insurance scam--just like the ones Raymond was running down in L.A. The trouble was, Bibianna picked California Fidelity as her mark. And it wasn't long before her name surfaced in one of Parnell Perkins's open files and Kinsey was on her case. But so, too, was her spurned suitor, Raymond Maldonado. He had a rap sheet as long as his arm, a hair-trigger temper that was best left untested, and an inability to take no for an answer. He also had Tourette's syndrome, which did nothing to smooth out the kinks in his erratic and often violent behavior. All in all, Raymond Maldonado was not someone to spend a lot of time hanging out with. Unfortunately for Kinsey, she didn't have a lot of choice in the mater. Not after the love-sick Raymond kidnapped Bibianna. Like it or not, Kinsey was stuck babysitting Bibianna along with Raymond and his macho crew. You might say she was a prisoner of love. It may be Kinsey Millhone's most complicated and risk-filled case. It certainly is Sue Grafton's wittiest venture into low-life crime. It's ""H"" is for Homicide, and it confirms yet again that Kinsey Millhone is ""a wonderful character, tough but not brutish, resourceful and sensitive, a fit knight to walk those mean streets with her male predecessors"" (the Los Angeles Times) and that Sue Grafton is ""a heads-up delight"" (Detroit News). ""A"" Is for Alibi ""B"" Is for Burglar ""C"" Is for Corpse ""D"" Is for Deadbeat ""E"" Is for Evidence ""F"" Is for Fugitive ""G"" Is for Gumshoe ""H"" Is for Homicide ""I"" Is for Innocent ""J"" Is for Judgment ""K"" Is for Killer ""L"" is for Lawless ""M"" Is for Malice ""N"" Is for Noose ""O"" Is for Outlaw ""P"" Is for Peril ""Q"" Is for Quarry ""R"" Is for Ricochet ""S"" Is for Silence ""T"" Is for Trespass ""U"" Is for Undertow ""V"" Is for Vengeance ""W"" Is for Wasted ""X"" Published: 1991.0"
/works/OL262452W,His Last Bow [8 stories],Arthur Conan Doyle,1917.0,eng,,https://covers.openlibrary.org/b/id/8243267-M.jpg,"short stories, detective and mystery fiction, fiction, mystery fiction, historical fiction, classic literature, english detective and mystery stories, mystery, private investigators, romans, roman policier anglais, fiction / general, english short stories, short stories in english, chinese detective and mystery stories, private investigators, fiction, england, fiction, fiction, mystery & detective, traditional","short stories, detective and mystery fiction, fiction, mystery fiction, historical fiction, classic literature, english detective and mystery stories, mystery, private investigators, romans, roman policier anglais, fiction / general, english short stories, short stories in english, chinese detective and mystery stories, private investigators, fiction, england, fiction, fiction, mystery & detective, traditional",Open Library subject: classic_literature,"Title: His Last Bow [8 stories] Author: Arthur Conan Doyle Subjects: short stories, detective and mystery fiction, fiction, mystery fiction, historical fiction, classic literature, english detective and mystery stories, mystery, private investigators, romans, roman policier anglais, fiction / general, english short stories, short stories in english, chinese detective and mystery stories, private investigators, fiction, england, fiction, fiction, mystery & detective, traditional Description: short stories, detective and mystery fiction, fiction, mystery fiction, historical fiction, classic literature, english detective and mystery stories, mystery, private investigators, romans, roman policier anglais, fiction / general, english short stories, short stories in english, chinese detective and mystery stories, private investigators, fiction, england, fiction, fiction, mystery & detective, traditional Published: 1917.0"
